Nb;Sc;Ta;Ti;Zr;Mo;Cr;Mn;Fe;Hf;Co;Si;Mg;V;W;Y;In;Ag;Ga;Cd;Sb;Te;Cu;Re;Ge;Hg;Ru;Al;As;Zn;Ni;Ir;Bi;Au;Pt;Pb;Rh;Pd;Sn;stoich_entropy;delta;avg_VEC;Formation Energy (eV/atom);Bulk Modulus (GPa);Shear Modulus (GPa);Density;Melting_Temperature;LMP;GB ratio;Omega;Log_10(K_A);Origin;Cluster;Normalized Composition
;;;;;0.44;;;0.09;;;;;0.04;;;;;0.1;;;;;;;;;;;;0.33;;;;;;;;;1.3;0.04;8.15;-0.16;207.39;93.99;9.37;1794.33;31.88;0.45;1.27;0.42;Brute Force HEA;Hf0.03Mo0.38Nb0.05Sc0.19Ta0.15Ti0.07V0.08Zr0.04;Mo0.44Fe0.09V0.04Ga0.1Ni0.33
;;;;;0.26;;;0.27;;;;;0.23;;;;;0.12;;;;;;;;;;;;;;;;;;0.12;;;1.55;0.04;7.53;-0.18;196.61;88.7;9.01;1798.8;32.1;0.45;1.32;0.36;Brute Force HEA;Co0.06Cr0.14Fe0.22Mn0.07Mo0.24Ru0.05Si0.04V0.14W0.05;Mo0.26Fe0.27V0.23Ga0.12Rh0.12
;;;;;;;;0.21;;0.17;;;0.45;0.1;;;;;;;;;;;;;0.07;;;;;;;;;;;;1.4;0.03;7.64;-0.16;211.56;103.69;8.88;1848.51;32.17;0.49;1.42;0.31;Brute Force HEA;Al0.04Co0.12Cr0.39Fe0.03Mn0.17Mo0.11Ni0.01Re0.06V0.05W0.01;Fe0.21Co0.17V0.45W0.1Al0.07
;;;;;0.34;;;;;0.1;;;0.25;;;;;;;;;0.26;;;;;;;;0.05;;;;;;;;;1.44;0.03;7.55;-0.11;195.17;90.88;8.99;1695.36;32.12;0.47;1.91;0.36;Brute Force HEA;Co0.06Cr0.14Fe0.22Mn0.07Mo0.24Ru0.05Si0.04V0.14W0.05;Mo0.34Co0.1V0.25Cu0.26Ni0.05
;;;;;0.29;;;0.24;;0.13;;;0.23;;;;;0.12;;;;;;;;;;;;;;;;;;;;;1.55;0.04;7.46;-0.14;196.98;93.98;8.8;1723.32;32.1;0.48;1.69;0.39;Brute Force HEA;Co0.06Cr0.14Fe0.22Mn0.07Mo0.24Ru0.05Si0.04V0.14W0.05;Mo0.29Fe0.24Co0.13V0.23Ga0.12
;;;;;;0.5;;0.23;;0.2;;;;;;;;;;;;;;;;;0.05;;;0.03;;;;;;;;;1.25;0.03;7.03;-0.17;194.41;90.72;7.6;1831.85;31.43;0.47;1.19;-1.31;Brute Force HEA;Al0.04Co0.12Cr0.39Fe0.03Mn0.17Mo0.11Ni0.01Re0.06V0.05W0.01;Cr0.5Fe0.23Co0.2Al0.05Ni0.03
0.23;;;;;;;;0.28;;0.24;;;;0.11;;;;;;;;;;;;;0.15;;;;;;;;;;;;1.56;0.05;8.16;-0.16;211.56;90.11;9.45;1857.2;31.56;0.43;1.58;0.23;Brute Force HEA;Co0.06Cr0.14Fe0.22Mn0.07Mo0.24Ru0.05Si0.04V0.14W0.05;Nb0.23Fe0.28Co0.24W0.11Al0.15
;;;;;0.42;;;0.34;;;;;;0.06;;;;;;;;;;;;0.08;0.1;;;;;;;;;;;;1.33;0.05;7.37;-0.17;215.02;83.03;9.59;2033.44;31.54;0.39;1.38;0.41;Brute Force HEA;Co0.06Cr0.14Fe0.22Mn0.07Mo0.24Ru0.05Si0.04V0.14W0.05;Mo0.42Fe0.34W0.06Ru0.08Al0.1
;;;;0.04;0.29;0.14;0.46;;;;;;;0.07;;;;;;;;;;;;;;;;;;;;;;;;;1.31;0.03;7.31;-0.13;191.57;78.95;9.76;1882.15;32.33;0.41;1.59;0.29;Brute Force HEA;Co0.09Cr0.26Fe0.26Mn0.32Si0.07;Zr0.04Mo0.29Cr0.14Mn0.46W0.07
;;;;;0.18;0.26;;0.33;;;;;;;;;;0.11;;;;;;;;0.12;;;;;;;;;;;;;1.52;0.04;7.65;-0.16;199.93;95.64;9.2;1763.62;32.04;0.48;1.44;0.4;Brute Force HEA;Co0.06Cr0.14Fe0.22Mn0.07Mo0.24Ru0.05Si0.04V0.14W0.05;Mo0.18Cr0.26Fe0.33Ga0.11Ru0.12
;;;;;0.29;;;;;0.33;;;0.19;;;;;;;;;;;0.12;;;;;;;;;;;;0.08;;;1.49;0.04;7.97;-0.15;211.21;94.88;9.16;1889.72;31.46;0.45;1.59;0.27;Brute Force HEA;Co0.06Cr0.14Fe0.22Mn0.07Mo0.24Ru0.05Si0.04V0.14W0.05;Mo0.29Co0.33V0.19Ge0.12Rh0.08
;;;;;0.47;;;;;;;;0.22;;;;;;;;;0.2;;;;;;;;0.1;;;;0.02;;;;;1.31;0.04;7.5;-0.14;212.22;88.31;9.28;1887.7;32.1;0.42;1.52;0.28;Brute Force HEA;Co0.06Cr0.14Fe0.22Mn0.07Mo0.24Ru0.05Si0.04V0.14W0.05;Mo0.47V0.22Cu0.2Ni0.1Pt0.02
;;;;;;0.15;;0.32;;0.27;0.06;;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;1.49;0.05;7.13;-0.15;209.86;100.55;7.48;1655.67;30.62;0.48;1.4;-0.92;Brute Force HEA;Al0.04Co0.12Cr0.39Fe0.03Mn0.17Mo0.11Ni0.01Re0.06V0.05W0.01;Cr0.15Fe0.32Co0.27Si0.06V0.2
;;;;;;0.18;0.33;0.31;;;0.01;;0.17;;;;;;;;;;;;;;;;;;;;;;;;;;1.4;0.03;6.75;-0.17;192.03;87.8;7.54;1735.66;31.53;0.46;1.25;-0.82;Brute Force HEA;Co0.09Cr0.26Fe0.26Mn0.32Si0.07;Cr0.18Mn0.33Fe0.31Si0.01V0.17
;;;;;0.4;;0.05;0.31;;;;;0.13;;;;;0.12;;;;;;;;;;;;;;;;;;;;;1.39;0.04;7.37;-0.07;196.94;91.52;9.0;1775.32;32.07;0.46;3.12;0.38;Brute Force HEA;Co0.06Cr0.14Fe0.22Mn0.07Mo0.24Ru0.05Si0.04V0.14W0.05;Mo0.4Mn0.05Fe0.31V0.13Ga0.12
;;;;;0.43;;;0.07;;0.16;;;;;;;;;;;;;;;;;0.07;;;0.27;;;;;;;;;1.38;0.04;7.5;-0.18;205.23;92.5;9.25;1815.52;31.4;0.45;1.2;0.23;Brute Force HEA;Hf0.03Mo0.38Nb0.05Sc0.19Ta0.15Ti0.07V0.08Zr0.04;Mo0.43Fe0.07Co0.16Al0.07Ni0.27
;;;;;;0.29;0.42;0.2;;0.04;0.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.31;0.04;6.86;-0.13;169.9;85.11;7.59;1701.23;30.89;0.5;1.53;-1.05;Brute Force HEA;Co0.09Cr0.26Fe0.26Mn0.32Si0.07;Cr0.29Mn0.42Fe0.2Co0.04Si0.04
;;;;;0.29;0.32;;;;;;;0.02;;;;;0.14;;;;;;;;0.24;;;;;;;;;;;;;1.41;0.05;7.43;-0.18;212.78;85.1;9.05;1913.99;31.58;0.4;1.28;0.31;Brute Force HEA;Al0.04Co0.12Cr0.39Fe0.03Mn0.17Mo0.11Ni0.01Re0.06V0.05W0.01;Mo0.29Cr0.32V0.02Ga0.14Ru0.24
;;;;;0.25;;;0.38;;;0.1;;;;;;;;;;;;;;;0.1;;;;0.17;;;;;;;;;1.48;0.07;7.45;-0.17;210.38;92.55;9.06;1775.58;31.43;0.44;1.3;0.28;Brute Force HEA;Hf0.03Mo0.38Nb0.05Sc0.19Ta0.15Ti0.07V0.08Zr0.04;Mo0.25Fe0.38Si0.1Ru0.1Ni0.17
;;;;;0.15;;0.36;;;;;;0.37;0.11;;;;;;;;;;;;;;;;0.01;;;;;;;;;1.32;0.03;7.54;-0.16;215.63;90.16;9.14;1980.69;32.42;0.42;1.44;0.33;Brute Force HEA;Co0.06Cr0.14Fe0.22Mn0.07Mo0.24Ru0.05Si0.04V0.14W0.05;Mo0.15Mn0.36V0.37W0.11Ni0.01
;;;;;;0.24;0.4;0.27;;;0.03;;0.07;;;;;;;;;;;;;;;;;;;;;;;;;;1.34;0.04;6.82;-0.15;175.42;87.26;7.67;1736.79;31.46;0.5;1.31;-1.03;Brute Force HEA;Co0.09Cr0.26Fe0.26Mn0.32Si0.07;Cr0.24Mn0.4Fe0.27Si0.03V0.07
;;;;;0.17;0.14;0.31;0.21;;;;;;;;;;0.18;;;;;;;;;;;;;;;;;;;;;1.57;0.03;7.97;-0.18;193.11;93.55;8.51;1627.87;32.13;0.48;1.22;0.17;Brute Force HEA;Co0.06Cr0.14Fe0.22Mn0.07Mo0.24Ru0.05Si0.04V0.14W0.05;Mo0.17Cr0.14Mn0.31Fe0.21Ga0.18
;;;;;0.24;;;0.39;;;;;0.19;;;;;0.08;;;;;;;;;;;;;;;;;;0.11;;;1.47;0.03;7.48;-0.17;196.07;89.57;9.14;1781.82;32.06;0.46;1.3;0.36;Brute Force HEA;Co0.06Cr0.14Fe0.22Mn0.07Mo0.24Ru0.05Si0.04V0.14W0.05;Mo0.24Fe0.39V0.19Ga0.08Rh0.11
;;;;;0.12;;0.15;;;0.26;;;0.29;;;;;0.17;;;;;;;;;;;;;;;;;;;;;1.56;0.03;7.85;-0.18;204.08;98.72;7.99;1644.61;31.97;0.48;1.22;0.2;Brute Force HEA;Co0.06Cr0.14Fe0.22Mn0.07Mo0.24Ru0.05Si0.04V0.14W0.05;Mo0.12Mn0.15Co0.26V0.29Ga0.17
;;;;;0.32;;;0.34;;;;;;;;;;;;;;0.19;;;;;0.12;;;0.03;;;;;;;;;1.41;0.04;7.41;-0.16;196.7;90.85;8.72;1803.99;31.46;0.46;1.35;0.34;Brute Force HEA;Co0.06Cr0.14Fe0.22Mn0.07Mo0.24Ru0.05Si0.04V0.14W0.05;Mo0.32Fe0.34Cu0.19Al0.12Ni0.03
;;;;;;;;0.3;;0.25;0.04;;0.34;;;;;;;;;;;;;;;;;0.07;;;;;;;;;1.4;0.04;7.19;-0.19;206.41;101.76;7.43;1670.08;30.76;0.49;1.07;-0.51;Brute Force HEA;Al0.04Co0.12Cr0.39Fe0.03Mn0.17Mo0.11Ni0.01Re0.06V0.05W0.01;Fe0.3Co0.25Si0.04V0.34Ni0.07
;;;;;0.24;0.23;;;;;;;;;;;;;;;;0.31;;;;0.18;;;;;;;;;;;0.04;;1.48;0.04;8.04;-0.17;211.2;94.26;9.53;1885.05;32.08;0.45;1.39;0.41;Brute Force HEA;Al0.04Co0.12Cr0.39Fe0.03Mn0.17Mo0.11Ni0.01Re0.06V0.05W0.01;Mo0.24Cr0.23Cu0.31Ru0.18Pd0.04
;;;;;0.15;;;;;0.48;0.12;;;;;;;;;;;;;;;0.25;;;;;;;;;;;;;1.24;0.07;7.7;-0.18;226.04;107.63;9.31;1906.65;31.4;0.48;1.11;0.19;Brute Force HEA;Al0.04Co0.12Cr0.39Fe0.03Mn0.17Mo0.11Ni0.01Re0.06V0.05W0.01;Mo0.15Co0.48Si0.12Ru0.25
;;;;;0.33;;;0.05;;0.22;;;0.28;;;;;0.1;;;;;;;;;;;;;;;;;;;;;1.45;0.04;7.23;-0.09;202.95;91.69;8.82;1815.75;32.1;0.45;2.62;0.38;Brute Force HEA;Co0.06Cr0.14Fe0.22Mn0.07Mo0.24Ru0.05Si0.04V0.14W0.05;Mo0.33Fe0.05Co0.22V0.28Ga0.1
;;;;;0.32;;;;;0.19;;;0.3;;;;;0.1;;;;;;;;;;;;;;;;;;0.08;;;1.48;0.04;7.22;-0.18;205.01;83.57;8.88;1861.54;32.1;0.41;1.31;0.35;Brute Force HEA;Co0.06Cr0.14Fe0.22Mn0.07Mo0.24Ru0.05Si0.04V0.14W0.05;Mo0.32Co0.19V0.3Ga0.1Rh0.08
;;;;;;;0.5;0.28;;;;;;;;;;;;;;0.05;;;;;0.1;;;0.07;;;;;;;;;1.25;0.03;7.27;-0.18;169.62;79.01;7.57;1691.94;31.21;0.47;1.04;-1.72;Brute Force HEA;Co0.09Cr0.26Fe0.26Mn0.32Si0.07;Mn0.5Fe0.28Cu0.05Al0.1Ni0.07
;;;;;;0.3;0.23;0.21;;;;;;0.13;;;;;;;;;;;;;0.14;;;;;;;;;;;;1.56;0.04;7.97;-0.13;216.16;104.93;8.91;1866.19;32.11;0.49;1.9;0.33;Brute Force HEA;Co0.09Cr0.26Fe0.26Mn0.32Si0.07;Cr0.3Mn0.23Fe0.21W0.13Al0.14
;;;;;;0.45;;0.39;;;0.08;;0.04;;;;;;;;;;;;;;;;;;;;;;;0.04;;;1.2;0.06;6.7;-0.15;193.26;89.34;7.36;1808.15;30.89;0.46;1.25;-1.23;Brute Force HEA;Al0.04Co0.12Cr0.39Fe0.03Mn0.17Mo0.11Ni0.01Re0.06V0.05W0.01;Cr0.45Fe0.39Si0.08V0.04Rh0.04
;;;;;0.29;;0.3;0.24;;;;;;;;;;0.16;;;;;0.02;;;;;;;;;;;;;;;;1.43;0.03;8.16;-0.16;193.27;101.88;9.06;1684.41;32.11;0.53;1.33;0.29;Brute Force HEA;Co0.06Cr0.14Fe0.22Mn0.07Mo0.24Ru0.05Si0.04V0.14W0.05;Mo0.29Mn0.3Fe0.24Ga0.16Re0.02
;;;;;0.33;;;;;0.3;;;0.27;;;;;0.1;;;;;;;;;;;;;;;;;;;;;1.33;0.04;7.3;-0.09;203.48;87.09;8.94;1849.48;32.1;0.43;2.42;0.39;Brute Force HEA;Co0.06Cr0.14Fe0.22Mn0.07Mo0.24Ru0.05Si0.04V0.14W0.05;Mo0.33Co0.3V0.27Ga0.1
;;;;;;0.37;;0.28;;;;;0.09;0.12;;;;;;;;;;;;;0.14;;;;;;;;;;;;1.48;0.04;7.76;-0.12;214.8;94.39;8.72;1877.21;32.1;0.44;1.98;0.28;Brute Force HEA;Al0.04Co0.12Cr0.39Fe0.03Mn0.17Mo0.11Ni0.01Re0.06V0.05W0.01;Cr0.37Fe0.28V0.09W0.12Al0.14
;;;;;0.32;0.19;;;;0.1;;;;;;;;0.06;;;;;;;;0.33;;;;;;;;;;;;;1.45;0.05;7.4;-0.17;236.64;90.05;9.8;2093.44;31.69;0.38;1.51;0.37;Brute Force HEA;Co0.06Cr0.14Fe0.22Mn0.07Mo0.24Ru0.05Si0.04V0.14W0.05;Mo0.32Cr0.19Co0.1Ga0.06Ru0.33
;;;;;0.24;0.25;;;;0.22;;;;;;;;;;;;;;0.1;;0.18;;;;;;;;;;;;;1.57;0.05;7.84;-0.09;215.72;97.72;9.48;1878.1;31.43;0.45;2.69;0.26;Brute Force HEA;Al0.04Co0.12Cr0.39Fe0.03Mn0.17Mo0.11Ni0.01Re0.06V0.05W0.01;Mo0.24Cr0.25Co0.22Ge0.1Ru0.18
;;;;;0.38;0.38;;;;;;;;;;;;0.14;;;;;;;;;;;;0.07;;;;0.04;;;;;1.31;0.04;7.92;-0.18;199.37;86.34;9.12;1881.13;32.21;0.43;1.16;0.33;Brute Force HEA;Al0.04Co0.12Cr0.39Fe0.03Mn0.17Mo0.11Ni0.01Re0.06V0.05W0.01;Mo0.38Cr0.38Ga0.14Ni0.07Pt0.04
;;;;;;;0.37;0.39;;;0.05;;0.17;;;;;;;;;;;;;;;;;0.02;;;;;;;;;1.27;0.05;6.96;-0.15;174.87;85.6;7.56;1680.17;30.78;0.49;1.22;-1.39;Brute Force HEA;Co0.09Cr0.26Fe0.26Mn0.32Si0.07;Mn0.37Fe0.39Si0.05V0.17Ni0.02
0.29;0.39;0.25;;;;;;;;;;;;;;;;;;;;;;;;;0.05;;;;0.02;;;;;;;;1.3;0.06;7.99;-0.13;134.17;56.02;7.78;2074.07;31.56;0.42;1.84;0.32;Brute Force HEA;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.29Sc0.39Ta0.25Al0.05Ir0.02
0.14;0.38;0.25;;0.22;;;;;;;;;;;;;;;;;;;;;;;0.01;;;;;;;;;;;;1.37;0.05;7.46;-0.1;128.78;51.8;7.55;1968.9;31.72;0.4;2.43;0.34;Brute Force HEA;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.14Sc0.38Ta0.25Zr0.22Al0.01
;0.26;;0.32;0.17;;;;;0.21;;;;;;;;;;;;;0.04;;;;;;;;;;;;;;;;;1.48;0.06;6.96;-0.15;109.51;43.05;6.77;1798.97;31.72;0.39;1.48;0.24;Brute Force HEA;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Sc0.26Ti0.32Zr0.17Hf0.21Cu0.04
;0.22;0.06;0.22;0.26;;;;;0.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.53;0.05;8.12;-0.02;127.81;43.87;8.18;2009.39;31.72;0.34;15.49;0.3;Brute Force HEA;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Sc0.22Ta0.06Ti0.22Zr0.26Hf0.25
0.28;0.2;0.25;0.26;;;;;;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.42;0.05;7.88;-0.08;150.86;58.58;8.17;2280.02;31.72;0.39;3.41;0.34;Brute Force HEA;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.28Sc0.2Ta0.25Ti0.26Hf0.01
0.25;0.22;;0.24;0.03;;;;;0.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.47;0.05;7.63;-0.07;131.57;53.49;7.92;2024.27;31.81;0.41;3.5;0.32;Brute Force HEA;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.25Sc0.22Ti0.24Zr0.03Hf0.26
0.32;;0.16;0.26;;;;;;;;;;0.22;;;;;0.03;;;;;;;;;;;;;;;;;;;;;1.46;0.03;7.3;-0.18;194.86;71.52;8.63;2313.23;32.19;0.37;1.63;0.31;Brute Force HEA;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.32Ta0.16Ti0.26V0.22Ga0.03
;0.49;0.16;0.29;;;;;;;;;;;;;;;;;;;;0.07;;;;;;;;;;;;;;;;1.19;0.07;7.01;-0.11;123.03;50.92;6.63;2037.27;31.72;0.41;1.96;0.3;Brute Force HEA;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Sc0.49Ta0.16Ti0.29Re0.07
0.43;0.2;0.2;;0.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;;;1.35;0.04;7.28;-0.06;141.29;51.29;8.11;2324.87;31.72;0.36;4.89;0.39;Brute Force HEA;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.43Sc0.2Ta0.2Zr0.15Rh0.01
;0.17;0.18;0.18;0.09;0.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.51;0.05;7.26;-0.11;160.46;47.46;8.33;2428.75;31.71;0.3;2.88;0.33;Brute Force HEA;Hf0.03Mo0.38Nb0.05Sc0.19Ta0.15Ti0.07V0.08Zr0.04;Sc0.17Ta0.18Ti0.18Zr0.09Mo0.37
0.13;0.12;0.27;0.39;;;;;;;;;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;1.47;0.05;8.09;-0.09;178.75;67.42;8.46;2263.87;31.71;0.38;3.01;0.35;Brute Force HEA;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.13Sc0.12Ta0.27Ti0.39V0.1
0.02;0.2;0.2;0.32;0.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.43;0.05;6.87;-0.02;135.54;51.49;8.05;2146.84;31.81;0.38;12.11;0.34;Brute Force HEA;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.02Sc0.2Ta0.2Ti0.32Zr0.26
;0.2;;0.2;0.2;0.2;;;;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.61;0.05;7.0;-0.13;135.74;46.97;7.65;2045.46;31.72;0.35;2.13;0.32;Brute Force HEA;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Sc0.2Ti0.2Zr0.2Mo0.2Hf0.2
0.2;0.2;0.2;0.2;;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.61;0.05;7.4;-0.14;155.08;54.74;8.05;2283.23;31.71;0.35;2.2;0.33;Brute Force HEA;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.2Sc0.2Ta0.2Ti0.2Mo0.2
0.2;0.2;0.2;;0.2;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.61;0.04;7.4;-0.12;146.11;50.53;8.23;2481.1;31.82;0.35;2.98;0.37;Brute Force HEA;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.2Sc0.2Ta0.2Zr0.2Mo0.2
0.2;0.2;;0.2;;0.2;;;;;;;;;0.2;;;;;;;;;;;;;;;;;;;;;;;;;1.61;0.06;7.6;-0.11;174.54;59.76;8.59;2189.19;31.7;0.34;2.68;0.37;Brute Force HEA;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.2Sc0.2Ti0.2Mo0.2W0.2
0.2;0.2;;;0.2;0.2;;;;;;;;;0.2;;;;;;;;;;;;;;;;;;;;;;;;;1.61;0.06;7.6;-0.1;152.42;53.81;8.7;2379.83;31.62;0.35;3.22;0.37;Brute Force HEA;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.2Sc0.2Zr0.2Mo0.2W0.2
0.2;0.2;;0.2;;;;;;0.2;;;;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;1.61;0.06;7.0;-0.07;143.91;54.64;7.75;2102.76;31.62;0.38;4.34;0.31;Brute Force HEA;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.2Sc0.2Ti0.2Hf0.2V0.2
0.2;0.2;;0.2;0.2;;;;;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.61;0.05;6.8;-0.02;131.34;47.91;7.68;2011.42;31.72;0.36;14.19;0.31;Brute Force HEA;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.2Sc0.2Ti0.2Zr0.2Hf0.2
0.2;;;0.2;0.2;;;;;0.2;;;;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;1.61;0.05;7.2;-0.04;163.17;62.86;8.31;2061.51;31.72;0.39;7.96;0.28;Brute Force HEA;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.2Ti0.2Zr0.2Hf0.2V0.2
0.2;0.2;;0.2;;0.2;;;;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.61;0.05;7.2;-0.17;141.7;56.78;7.91;2172.28;31.81;0.4;1.74;0.34;Brute Force HEA;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.2Sc0.2Ti0.2Mo0.2Hf0.2
0.2;0.2;;;0.2;0.2;;;;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.61;0.04;7.2;-0.14;141.64;46.36;8.14;2353.93;31.86;0.33;2.29;0.32;Brute Force HEA;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.2Sc0.2Zr0.2Mo0.2Hf0.2
;0.2;0.2;0.2;0.2;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.61;0.05;7.2;-0.16;141.29;47.99;7.85;2233.26;31.81;0.34;2.0;0.37;Brute Force HEA;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Sc0.2Ta0.2Ti0.2Zr0.2Mo0.2
;0.2;;0.2;0.2;0.2;;;;;;;;;0.2;;;;;;;;;;;;;;;;;;;;;;;;;1.61;0.06;7.4;-0.14;150.62;52.25;8.06;2167.59;31.62;0.35;2.12;0.33;Brute Force HEA;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Sc0.2Ti0.2Zr0.2Mo0.2W0.2
0.2;0.2;0.2;0.2;;;;;;;;;;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;1.61;0.06;7.2;-0.07;168.61;64.92;8.01;2229.2;31.7;0.39;4.18;0.3;Brute Force HEA;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.2Sc0.2Ta0.2Ti0.2V0.2
0.2;0.2;0.2;0.2;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.61;0.05;7.0;-0.05;143.41;55.26;7.95;2194.15;31.81;0.39;5.83;0.33;Brute Force HEA;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.2Sc0.2Ta0.2Ti0.2Zr0.2
0.2;0.2;;0.2;0.2;;;;;;;;;;0.2;;;;;;;;;;;;;;;;;;;;;;;;;1.61;0.06;7.2;-0.11;147.33;50.08;8.05;2224.27;31.62;0.34;2.93;0.37;Brute Force HEA;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.2Sc0.2Ti0.2Zr0.2W0.2
0.2;;0.2;0.2;0.2;;;;;;;;;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;1.61;0.05;7.4;-0.05;175.19;66.41;8.82;2120.41;31.82;0.38;5.84;0.32;Brute Force HEA;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.2Ta0.2Ti0.2Zr0.2V0.2
;;;;;0.24;0.2;;;;;;;;;;;;;;;;0.22;;;;0.21;;;;0.13;;;;;;;;;1.59;0.04;8.04;-0.17;216.87;96.96;9.69;1867.1;32.03;0.45;1.53;0.36;Brute Force HEA;Al0.04Co0.12Cr0.39Fe0.03Mn0.17Mo0.11Ni0.01Re0.06V0.05W0.01;Mo0.24Cr0.2Cu0.22Ru0.21Ni0.13
0.14;0.24;0.16;0.21;;0.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.59;0.05;6.83;-0.15;158.39;51.66;7.98;2280.21;31.72;0.33;2.13;0.33;Brute Force HEA;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.14Sc0.24Ta0.16Ti0.21Mo0.25
0.22;0.17;0.23;;0.21;0.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.6;0.04;7.85;-0.08;154.12;50.18;8.62;2471.65;31.85;0.33;4.09;0.39;Brute Force HEA;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.22Sc0.17Ta0.23Zr0.21Mo0.18
0.22;0.23;;0.16;;0.16;;;;;;;;;0.22;;;;;;;;;;;;;;;;;;;;;;;;;1.6;0.06;7.9;-0.11;165.49;60.36;8.85;2284.95;31.7;0.36;2.95;0.35;Brute Force HEA;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.22Sc0.23Ti0.16Mo0.16W0.22
0.21;0.2;;;0.16;0.24;;;;;;;;;0.19;;;;;;;;;;;;;;;;;;;;;;;;;1.6;0.06;7.52;-0.11;162.62;54.59;8.66;2359.55;31.62;0.34;2.88;0.36;Brute Force HEA;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.21Sc0.2Zr0.16Mo0.24W0.19
